feature,importance
previous_NAME_TYPE_SUITE_Children_count,1.0999999999999999
previous_NAME_TYPE_SUITE_Children_count_norm,7.9
previous_NAME_TYPE_SUITE_Family_count,3.8000000000000003
previous_NAME_TYPE_SUITE_Family_count_norm,10.2
previous_NAME_TYPE_SUITE_Group of people_count,1.0999999999999999
previous_NAME_TYPE_SUITE_Group of people_count_norm,0.8
previous_NAME_TYPE_SUITE_Other_A_count,0.1
previous_NAME_TYPE_SUITE_Other_A_count_norm,3.2
previous_NAME_TYPE_SUITE_Other_B_count,1.7000000000000004
previous_NAME_TYPE_SUITE_Other_B_count_norm,2.8999999999999995
"previous_NAME_TYPE_SUITE_Spouse, partner_count",2.5000000000000004
"previous_NAME_TYPE_SUITE_Spouse, partner_count_norm",6.5
previous_NAME_TYPE_SUITE_Unaccompanied_count,2.5000000000000004
previous_NAME_TYPE_SUITE_Unaccompanied_count_norm,27.0
previous_NAME_CLIENT_TYPE_New_count,2.2
previous_NAME_CLIENT_TYPE_New_count_norm,27.200000000000003
previous_NAME_CLIENT_TYPE_Refreshed_count,2.5
